Observed Water Content,VG Fitted Water Content,"Suction, h(cm)",SWC_DNN,SWC_ANN,SWC_DNN_2HiddenLayers,SWC_DNN_3HiddenLayers,SWC_DNN_4HiddenLayers,SWC_DNN_5HiddenLayers,SWC_DNN_6HiddenLayers,SWC_DNN_7HiddenLayers,SWC_DNN_8HiddenLayers,SWC_DNN_9HiddenLayers,SWC_DNN_10HiddenLayers
0.382,0.391,20.809,0.38173978565594174,0.3812771758975385,0.3817789919613265,0.3816213246976079,0.3824868345242509,0.3814804206909381,0.3816713292241137,0.3818601109732477,0.38197030896482764,0.38117195599542925,
0.38299999999999995,0.391,21.38,0.38145964347130434,0.3810436050349106,0.38061948162441883,0.38130569807965853,0.3825490680589959,0.38132839670719254,0.38148475184556363,0.3818601109732477,0.3807644155673734,0.38090435088324304,
0.38,0.391,21.664,0.38132026153003773,0.38092743402055285,0.38004277172774986,0.38114871540307776,0.3825800205254553,0.3812528182871737,0.3813570991639255,0.3818601109732477,0.3801152147386773,0.3807712580158162,
0.381,0.391,21.949,0.3811804140695174,0.38081085339489096,0.3794640308892386,0.3809911736470011,0.38396017786080683,0.38117693864881425,0.38122904485783327,0.3818601109732477,0.38244222682634854,0.38063766996369297,
0.38299999999999995,0.39,22.521,0.38089974247082675,0.38057687292095893,0.3783024896104886,0.38067499707738434,0.38016979458922107,0.381024649958042,0.3822921904272598,0.3818601109732477,0.3818563206424611,0.3803695765126818,
0.381,0.39,23.09,0.3806205221968683,0.3803441212809393,0.3768473836752851,0.380360474926684,0.3791207811802769,0.38087318277183524,0.3819444658003737,0.3818601109732477,0.38098199105152536,0.3801029229766172,
0.38,0.389,23.373,0.38049052366330455,0.3802283575959286,0.3769400448263504,0.3802040422017707,0.3803899258653544,0.38079782341970053,0.38023496043887317,0.3818601109732477,0.3806471891478448,0.3799702933464869,
0.38,0.389,23.654,0.3807037588650026,0.3801134131335262,0.37703204877376345,0.3800487139441064,0.3806934170353068,0.3807230208651046,0.38009063121455705,0.3818601109732477,0.3798578350763735,0.37983856280746436,
0.379,0.38799999999999996,24.51,0.38037230002851186,0.3797632616452364,0.37748598937704436,0.37957555127497317,0.3796228824887057,0.37896496001987334,0.37965106237725676,0.3818601109732477,0.37749769125318733,0.3794374084364261,
0.379,0.38799999999999996,24.795,0.3796165705952947,0.3796466810195745,0.377647709396619,0.3794180152237893,0.37940196621932093,0.37836771250906887,0.37950464288021307,0.3818601109732477,0.3776167546482025,0.3793038637414882,
0.38,0.387,25.08,0.37886077726727796,0.37953010039391266,0.37780943169815084,0.37926047574966976,0.37920883049599025,0.37837196151323776,0.3793583146614544,0.3818601109732477,0.37773036872960036,0.3797466387285508,
0.381,0.387,25.366,0.3781933687026722,0.37941310901596803,0.37797171764309284,0.3791023863238828,0.3790149896479076,0.3798004986216213,0.37921142964515697,0.3818601109732477,0.3778443730256668,0.38022073129521294,
0.379,0.387,25.366,0.3781933687026722,0.37941310901596803,0.37797171764309284,0.3791023863238828,0.3790149896479076,0.3798004986216213,0.37921142964515697,0.3818601109732477,0.3778443730256668,0.38022073129521294,
0.37799999999999995,0.386,25.651,0.37827526358001623,0.37929652839030614,0.3781334376626675,0.3789448491317204,0.3788218607704482,0.38032893143332897,0.37906503753159876,0.3818601109732477,0.37794802636420893,0.3799181072689685,
0.37799999999999995,0.385,25.934,0.3783566016598215,0.37918076698725256,0.37829402126759337,0.3788296011690202,0.37863004858225074,0.37877192926657044,0.37891974075746115,0.3818601109732477,0.378050721280758,0.37961760089893715,
0.379,0.385,26.221999999999998,0.3784393773726163,0.3790629586686568,0.3784574436271842,0.37952383984453697,0.37867642707888305,0.3782674341851163,0.3787718516800282,0.3818601109732477,0.3781552326351796,0.3793117752868447,
0.37799999999999995,0.384,26.506,0.3785210075429337,0.37894678651332053,0.3786185977213916,0.38006692624393035,0.3788829168153161,0.37892302221180857,0.37862593421355223,0.3818601109732477,0.37825829038291175,0.3790102100887068,
0.379,0.38299999999999995,26.791999999999998,0.3786032082025327,0.3788297974173331,0.3787808859482907,0.3795890638840958,0.3790908715682242,0.37958320153623865,0.3784791039642258,0.3818601109732477,0.37836207379301007,0.37870647703129906,
0.37799999999999995,0.38299999999999995,27.075,0.3786845554101665,0.3787140337323224,0.37894146955321656,0.379151193963876,0.377999753768345,0.3802364619666622,0.37874664061769825,0.3818601109732477,0.3784647664276021,0.37840595696952495,
0.37799999999999995,0.38299999999999995,27.076,0.37868483380893586,0.37871362526199676,0.378942037760541,0.37914965478379437,0.3779898204089748,0.38023876217944536,0.37874373796823374,0.3818601109732477,0.37846513154074224,0.37840490498728974,
0.37799999999999995,0.381,27.647,0.37908591515734613,0.3784800543993689,0.37926604600701475,0.378266171121847,0.3783555108843152,0.3811650724717582,0.37689456770278296,0.3818601109732477,0.3786746106410106,0.3777985752871231,
0.37799999999999995,0.381,27.642,0.37909031933459963,0.37848210017393247,0.3792632072523498,0.37827390695650476,0.37835175934679977,0.3811947926813694,0.37691174627602875,0.3818601109732477,0.37867269607898174,0.3778038990930984,
0.37799999999999995,0.381,27.644000000000002,0.37908856222761245,0.37848128095132416,0.3792643413850415,0.37827080919970596,0.3783532585926317,0.3811828991208278,0.3769049186603073,0.3818601109732477,0.37867346281657616,0.3778017517714427,
0.379,0.379,28.213,0.3785853952452058,0.378248528170326,0.37958721549882357,0.3773904312814073,0.3787794140859443,0.37779805385991977,0.37495311509114976,0.3799448141541947,0.3788922454560479,0.3771937197312599,
0.38,0.379,28.21,0.3785880149319866,0.3782497558632599,0.37958551087685033,0.3773950750641591,0.37877717548600354,0.37781590789247493,0.374963356514732,0.37995816360338275,0.37889109078574207,0.3771988313152225,
0.379,0.37799999999999995,28.498,0.37833332569713457,0.3781319475446641,0.37973164969316753,0.3769494630338994,0.3775657300868613,0.3768079400463592,0.37397554291395463,0.37867661191741026,0.37900182503724666,0.3767106134339494,
0.38,0.377,28.78,0.37808187684140165,0.37801659461193615,0.37973164969316753,0.3765131442740361,0.37657000950464176,0.3758891237012488,0.37300812088205676,0.377421740874157,0.3791203727099513,0.37613294511528744,
0.379,0.377,28.781999999999996,0.37806679766871193,0.37801577538932785,0.37973164969316753,0.37651004537625876,0.3765629514112505,0.3758826155595249,0.37300129326633524,0.3774128321135364,0.37912123072583076,0.37612662181209083,
0.38,0.376,29.065,0.37593144773055714,0.37790001398627426,0.37973164969316753,0.3758374641853372,0.37556371205114236,0.3749605040683243,0.37203054870486163,0.37615355232911535,0.37924313059355375,0.3752375028570204,
0.379,0.375,29.353,0.37378915094442106,0.3777822056676785,0.37835397284521216,0.3746566204017462,0.37454680577896343,0.37402216329804233,0.3710426985927702,0.3748719595679146,0.37861336291174413,0.3743326247060366,
0.373,0.377,28.781999999999996,0.37806679766871193,0.37801577538932785,0.37973164969316753,0.37651004537625876,0.3765629514112505,0.3758826155595249,0.37300129326633524,0.3774128321135364,0.37912123072583076,0.37612662181209083,
0.374,0.375,29.355,0.373783199600236,0.37778138758604873,0.3783437177298872,0.3746484144839205,0.37453972942991515,0.37401564602848997,0.3710358709770487,0.37486310101035075,0.37860414380495444,0.3743263310682826,
0.373,0.374,29.636,0.3729454383722472,0.37703115538754856,0.37690269603406634,0.3734962737275518,0.37354754588124117,0.3731000883181557,0.37007657271252,0.3736126615278365,0.3773082226349584,0.37344348977726627,
0.373,0.37200000000000005,29.92,0.37209871818058105,0.37557034227757247,0.37544629166525806,0.3723318380714319,0.37254478089737314,0.3721747547034929,0.3691280635412838,0.3723489136713624,0.37599847508673495,0.37255114869873374,
0.37,0.37200000000000005,29.921999999999997,0.37209276683639597,0.3755600552148477,0.37543603198601877,0.37232362930115975,0.37253770454832486,0.3721682374339406,0.3691214184821324,0.37233998665508483,0.3759892559799452,0.37254486647076535,
0.37200000000000005,0.37200000000000005,29.921999999999997,0.37209276683639597,0.3755600552148477,0.37543603198601877,0.37232362930115975,0.37253770454832486,0.3721682374339406,0.3691214184821324,0.37233998665508483,0.3759892559799452,0.37254486647076535,
0.371,0.37200000000000005,29.921,0.37209575163631703,0.3755651998871886,0.3754411618256384,0.3723277353977637,0.3725412438638276,0.3721715234522023,0.36912481403433617,0.3723444319075666,0.37599382902202605,0.3725480520829135,
0.37,0.371,30.208000000000002,0.37124009073663056,0.37408895504214684,0.3739693702199283,0.37115098059609813,0.3715278609334514,0.37123639567755395,0.36862639808666614,0.37127687759697225,0.374670252813618,0.37164631162297823,
0.37,0.37,30.491999999999997,0.37039337510887865,0.3726281442141279,0.3725129635691629,0.370071219241102,0.3705250982315405,0.37031110770203374,0.3683473421136208,0.37023130309741725,0.37336048700973745,0.370754050412945,
0.37,0.37,30.491999999999997,0.37039337510887865,0.3726281442141279,0.3725129635691629,0.370071219241102,0.3705250982315405,0.37031110770203374,0.3683473421136208,0.37023130309741725,0.37336048700973745,0.370754050412945,
0.369,0.37,30.49,0.3703993629643777,0.37263843099160804,0.3725232209664451,0.3700762891793471,0.3705321517610175,0.37031760671592906,0.3683494050028629,0.37023866012719203,0.3733697312180556,0.37076031210329924,
0.37,0.37200000000000005,29.924,0.3720867972365539,0.3755497681521229,0.3754257768706938,0.3723154268062697,0.37253064873689073,0.37216170190873127,0.369114755167324,0.37233108702229273,0.3759799866700987,0.37253858880671126,
0.37,0.371,30.206,0.37124605120864407,0.37409924438682873,0.3739796276172105,0.37115917767134,0.3715349350005426,0.37124289469144933,0.36862833318630917,0.3712842391906613,0.3746794764843219,0.3716525801592038,
0.37,0.37,30.493000000000002,0.3703904085646146,0.3726229995417869,0.3725078360115004,0.3700686902621169,0.3705215680438663,0.370307821683772,0.3683463745637993,0.3702276200186156,0.3733558523548142,0.37075089560721813,
0.37,0.369,30.774,0.36955266559228284,0.3711776201635891,0.37106681659763674,0.36930289055210197,0.3695293730854067,0.3693922457177808,0.3680702394958755,0.3691930628080657,0.37205995400438946,0.3698679984082522,
0.369,0.36700000000000005,31.06,0.36869998949251737,0.3697065205613775,0.36960015254958917,0.3685168955215204,0.36851952947053324,0.36846038570573714,0.36779132956808624,0.3681401495343929,0.37074095996589074,0.36896942644578656,
0.368,0.36700000000000005,31.06,0.36869998949251737,0.3697065205613775,0.36960015254958917,0.3685168955215204,0.36851952947053324,0.36846038570573714,0.36779132956808624,0.3681401495343929,0.37074095996589074,0.36896942644578656,
0.368,0.366,31.344,0.36785330124825094,0.36824571001860323,0.36814374589882376,0.3677363908797844,0.3675167462310082,0.3675350247075888,0.36752340954581664,0.36709457731679496,0.3694312010078816,0.3680771253015037,
0.368,0.366,31.348000000000003,0.36784138030422386,0.36822513475217505,0.36812323566817373,0.3677254009742647,0.3675026209163972,0.36752202667979816,0.36751953934653064,0.3670798244639743,0.3694127331288595,0.3680645699733955,
0.368,0.366,31.349,0.3678384046321313,0.3682199906503234,0.3681181058285541,0.36772264779299196,0.367499090728723,0.3675187589171935,0.36751860830802313,0.3670761596408296,0.3694081646506929,0.3680614300003899,
0.366,0.365,31.631,0.36699766773205,0.3667694651735614,0.36667195201115654,0.36694765065477997,0.3665033701465034,0.36659995169991155,0.3672525321071115,0.3658784812890296,0.36810759741598803,0.3671754373265823,
0.366,0.363,31.915,0.3661509612321266,0.36530865434554244,0.3652155487833268,0.36616715514087245,0.36550059147089264,0.3656746454687343,0.36698453906221384,0.36507538298978737,0.36679783161210755,0.36628311450370676,
0.366,0.36200000000000004,32.201,0.36529827600453263,0.3638375598777344,0.3637488881582149,0.3653811646742051,0.3647364895369795,0.3641058455836335,0.36671470219595825,0.3660118411454402,0.3654788603931801,0.3653845414002626,
0.366,0.361,32.482,0.36446052390437234,0.3623921727979313,0.36230786189847985,0.3646089024616089,0.36414648039417924,0.3631875312690908,0.366449447499612,0.3653329817199753,0.3641829300953556,0.3645016681618465,
0.365,0.359,32.768,0.3636078934437494,0.3609210794711018,0.36084120241434653,0.36382291427689867,0.3635459879403413,0.36225287814152474,0.365507072229131,0.3639470578789659,0.362863938338814,0.3636030996223166,
0.363,0.359,32.769,0.36360489951599984,0.3609159336577823,0.3608360737157055,0.36382016223660446,0.3635438794119567,0.3622496286345771,0.3655015042537431,0.3639421539531018,0.3628593105297621,0.3635999550853967,
0.36200000000000004,0.359,32.771,0.3635989207883293,0.3609056488770146,0.36082581860038043,0.3638146718477589,0.3635396828928017,0.3622430748537107,0.3654902405133683,0.3639325195301151,0.3628500777312296,0.3635936614476427,
0.36200000000000004,0.359,32.771,0.3635989207883293,0.3609056488770146,0.36082581860038043,0.3638146718477589,0.3635396828928017,0.3622430748537107,0.3654902405133683,0.3639325195301151,0.3628500777312296,0.3635936614476427,
0.364,0.358,33.052,0.362761168688169,0.3594602663611257,0.35938479690455966,0.3630424130580983,0.3629496920056584,0.36132476053916807,0.36391656636784603,0.36257075705115765,0.36132607722842985,0.3627108019009694,
0.363,0.35600000000000004,33.341,0.36189957469995443,0.35797373388286985,0.35790274790156745,0.36234672419882785,0.3623428899403666,0.36038030412378796,0.36209443273042613,0.36116962396590235,0.3595321622728322,0.36180278035404434,
0.363,0.35600000000000004,33.336999999999996,0.36191149564398156,0.3579943125722337,0.3579232615551532,0.3623529105845969,0.3623513012343337,0.36039337517420666,0.3621219987725103,0.3611896047824991,0.3595570127859362,0.36181537105248796,
0.361,0.35600000000000004,33.339,0.36190555342762504,0.3579840209455946,0.35791300301689244,0.3623498151097553,0.36234707733169313,0.3603868579046543,0.3621081792401542,0.36117964175768624,0.35954456470981294,0.36180907285081976,
0.361,0.355,33.623000000000005,0.3610588286720446,0.35652321239953283,0.35645659864808416,0.36108371569646264,0.3616720652859429,0.35945870379098355,0.360145330998506,0.3597600453573231,0.3577817003448311,0.3605384551624173,
0.361,0.355,33.624,0.36105586212778057,0.35651806886817045,0.3564514688084645,0.36107610765140397,0.3616653152567637,0.3594554542840359,0.3601384851271275,0.35975506156295955,0.3577754842936194,0.36053246958887536,
0.35700000000000004,0.354,33.911,0.35958234764444025,0.35504182288215,0.354979678343733,0.3588923739467923,0.3597264914597399,0.35851753339386516,0.35815488020345965,0.35832048867797733,0.3559939558013026,0.3588214900830713,
0.35700000000000004,0.354,33.908,0.3596027483411482,0.35505725575819436,0.35499506329867764,0.3589152003639254,0.35974675295706315,0.3585273366816792,0.3581756186298223,0.3583354971099962,0.3560126176466804,0.35883935609590134,
0.35600000000000004,0.354,33.909,0.35959596636456925,0.355052112226832,0.3549899346000366,0.3589075923188667,0.3597400074917982,0.35852410543038854,0.35816871799147276,0.35833050875171835,0.356006369648069,0.35883338421410216,
0.35600000000000004,0.35200000000000004,34.193000000000005,0.3576600446465206,0.353591301398813,0.3535335279492712,0.356746686742856,0.35782144519209763,0.3575959695723748,0.35620590626113857,0.3569109488626692,0.35424350756504425,0.35714029011776377,
0.35700000000000004,0.35100000000000003,34.481,0.35569686780304627,0.3521099141633874,0.35205660878589856,0.3545553415702499,0.3558758759298088,0.35665470789697135,0.35421545546609223,0.355471330570481,0.352455822352401,0.35542330678276074,
0.355,0.35100000000000003,34.474000000000004,0.35574459721829726,0.35214592116488125,0.3520925085354075,0.3546086047315319,0.35592316036342025,0.3566776552578321,0.3542638694684811,0.35550634035671075,0.35249929363565463,0.3554650586113198,
0.35600000000000004,0.35,34.760999999999996,0.3537882479905444,0.35066967974277513,0.3506207203526331,0.3524213282884818,0.35398434113031063,0.3557396613450334,0.35228028280047025,0.35407178344542845,0.35071774232376657,0.35375406199083725,
0.354,0.349,35.05,0.3518182617870056,0.34918314669402994,0.3491386702086623,0.3511283873544926,0.3520320058651427,0.35429421493434493,0.35028285834444634,0.35262718021789813,0.3489238593155687,0.3520310976462065,
0.35100000000000003,0.349,35.044000000000004,0.3518591818421921,0.3492140101641614,0.3491694389775731,0.3511485918028877,0.3520725402695749,0.35433978105424035,0.35032446298677067,0.3526571811082359,0.34896111454761053,0.35206689927155904,
0.354,0.348,35.332,0.34989600499871776,0.3477326229287358,0.34769251753224334,0.3501128183091896,0.35012696187945763,0.35215121986932824,0.34833404870303836,0.35077986974750514,0.34717335174842506,0.3501598928027454,
0.35200000000000004,0.348,35.330999999999996,0.34990280523095374,0.3477377664600982,0.3476976496538201,0.35011642151949185,0.35013371190863685,0.3521587777113301,0.3483409493413879,0.3507886005154699,0.34717961800269354,0.35016673411020965,
0.349,0.34600000000000003,35.617,0.34795327449109387,0.3462666708513116,0.3462309833238154,0.34908642365928005,0.34820164270470644,0.3499854052330498,0.34636433633435465,0.34828830915440134,0.3454043557646452,0.3482181138712432,
0.35,0.34600000000000003,35.614000000000004,0.3479737208269444,0.34628209688148454,0.3462463751246314,0.34909722644431534,0.3482219110479011,0.3500081882929975,0.3463849469711182,0.3483144923304671,0.3454229126399952,0.3482385236957797,
0.348,0.345,35.900999999999996,0.34601738072702004,0.34480585089546417,0.3447745812369642,0.3480636230918442,0.34628309181479155,0.34782722146140127,0.34440146983704945,0.3458054644965409,0.3436414480424779,0.3462831374539341,
0.34700000000000003,0.34600000000000003,35.617,0.34795327449109387,0.3462666708513116,0.3462309833238154,0.34908642365928005,0.34820164270470644,0.3499854052330498,0.34636433633435465,0.34828830915440134,0.3454043557646452,0.3482181138712432,
0.344,0.345,35.904,0.34599688875202705,0.3447904225833341,0.34475919628201956,0.348052822588766,0.34626282347159687,0.3478044384014536,0.3443806948993728,0.3457791809143617,0.3436228272723284,0.34626271165569766,
0.34600000000000003,0.344,36.187,0.3440678591149887,0.34333475528667756,0.34330791947087375,0.3470708256967033,0.34435103173868964,0.3456537759604929,0.3424248385743592,0.34512655714997637,0.3418660945261446,0.3443345377525817,
0.34600000000000003,0.344,36.186,0.34407467760288174,0.34333989881803995,0.34331304474657914,0.3470734659210982,0.3443577772039546,0.3456613338024948,0.3424317027013947,0.3451277483315962,0.3418723744721558,0.3443412854998038,
0.34299999999999997,0.34299999999999997,36.469,0.34214556581538685,0.34188422923942624,0.34186177021739045,0.3447040664798084,0.3424459809071332,0.34351085391810426,0.3404758463763811,0.3447772123335307,0.340115678237286,0.34241310703277356,
0.342,0.342,36.757,0.34018244373888357,0.34040284656791486,0.3403848510540179,0.34202522224242393,0.34050041392680147,0.3413222562218781,0.3384853043030497,0.34255823722404094,0.3383280067163855,0.3404508726375923,
0.34,0.341,37.04,0.33825330456790315,0.33894717927125834,0.3389335673970007,0.33939288885518515,0.33858860393823725,0.33917163029223146,0.33652944797803613,0.33899166602543307,0.3365713606845725,0.3385227055803477,
0.33799999999999997,0.341,37.04,0.33825330456790315,0.33894717927125834,0.3389335673970007,0.33939288885518515,0.33858860393823725,0.33917163029223146,0.33652944797803613,0.33899166602543307,0.3365713606845725,0.3385227055803477,
0.33899999999999997,0.34,37.325,0.33631059231593635,0.3374812271938341,0.33747204003444414,0.33674196208128226,0.33666329617327173,0.33700581565595306,0.3345596808423814,0.33660395616016275,0.3348022186555366,0.33658997917276495,
0.336,0.34,37.325,0.33631059231593635,0.3374812271938341,0.33747204003444414,0.33674196208128226,0.33666329617327173,0.33700581565595306,0.3345596808423814,0.33660395616016275,0.3348022186555366,0.33658997917276495,
0.337,0.33899999999999997,37.605,0.334401963375606,0.33604098364539337,0.33603614133237164,0.33413752790186807,0.33477175909181645,0.33487797278625414,0.33262248179883136,0.33328110711045855,0.3330641979577874,0.3346960483182843,
0.33299999999999996,0.33899999999999997,37.605,0.334401963375606,0.33604098364539337,0.33603614133237164,0.33413752790186807,0.33477175909181645,0.33487797278625414,0.33262248179883136,0.33328110711045855,0.3330641979577874,0.3346960483182843,
