Observed Water Content,VG Fitted Water Content,"Suction, h(cm)",SWC_rbf,SWC_quad,SWC_linear
0.37,0.37,30.491999999999997,0.3715862125551083,0.37182446407686925,0.36613570659477307
0.369,0.37,30.49,0.37159200379598045,0.37182384413234926,0.36613810397370183
0.37,0.37200000000000005,29.924,0.3731437344149019,0.3716604877306236,0.36681656220322373
0.37,0.371,30.206,0.3723921389783731,0.37173886601143935,0.3664785317780991
0.37,0.37,30.493000000000002,0.3715833161067616,0.37182477416197185,0.3661345079053359
0.37,0.369,30.774,0.3707473596330468,0.3719148875756153,0.36579767616944936
0.369,0.36700000000000005,31.06,0.36985064159330816,0.3720127017130709,0.36545485098633773
0.368,0.36700000000000005,31.06,0.36985064159330816,0.3720127017130709,0.36545485098633773
0.368,0.366,31.344,0.3689132783585929,0.37211591851487913,0.36511442318201776
0.368,0.366,31.348000000000003,0.3688997369726468,0.3721174155879056,0.365109628424071
0.368,0.366,31.349,0.3688963501432268,0.37211779004403084,0.3651084297347296
0.366,0.365,31.631,0.36791742017679124,0.37222638740136327,0.36477039930943417
0.366,0.363,31.915,0.36688284172000735,0.3723417989185662,0.36442997150527956
0.366,0.36200000000000004,32.201,0.3657905853506236,0.37246415273604605,0.3640871463222681
0.366,0.361,32.482,0.36466725923575166,0.3725903581873328,0.3637503145863445
0.365,0.359,32.768,0.3634720262235485,0.3727249065696972,0.36340748940286727
0.363,0.359,32.769,0.36346775425723166,0.37272538780971903,0.3634062907132625
0.36200000000000004,0.359,32.771,0.36345920837444196,0.37272635051531305,0.3634038933343033
0.36200000000000004,0.359,32.771,0.36345920837444196,0.37272635051531305,0.3634038933343033
0.364,0.358,33.052,0.3622325499336518,0.3728646007332293,0.3630670615989216
0.363,0.35600000000000004,33.341,0.3609167467152139,0.37301298073966366,0.3627206403470567
0.363,0.35600000000000004,33.336999999999996,0.360935336528751,0.3730108841729253,0.3627254351050404
0.361,0.35600000000000004,33.339,0.36092604295274033,0.3730119323061663,0.3627230377260681
0.361,0.355,33.623000000000005,0.35957925559360543,0.37316382118511265,0.3623826099213804
0.361,0.355,33.624,0.35957441804118473,0.3731643667212791,0.3623814112324111
0.35700000000000004,0.354,33.911,0.3581582655698413,0.3733240434091697,0.36203738736004293
0.35700000000000004,0.354,33.908,0.3581733553566297,0.3733223422792627,0.3620409834278735
0.35600000000000004,0.354,33.909,0.35816832610193683,0.37332290924723144,0.3620397847383841
0.35600000000000004,0.35200000000000004,34.193000000000005,0.356712703639761,0.373486971484855,0.3616993569341207
0.35700000000000004,0.35100000000000003,34.481,0.3551809345961106,0.3736595385229977,0.36135413437207164
0.355,0.35100000000000003,34.474000000000004,0.35521882941076666,0.3736552702263373,0.3613625251985192
0.35600000000000004,0.35,34.760999999999996,0.3536380531820445,0.3738332919278489,0.3610185013254372
0.354,0.349,35.05,0.351990358844941,0.3740188132358024,0.36067208007409246
0.35100000000000003,0.349,35.044000000000004,0.35202513435298916,0.3740148977375295,0.36067927221065454
0.354,0.348,35.332,0.3503289705282369,0.37420589536696175,0.36033404964888405
0.35200000000000004,0.348,35.330999999999996,0.3503349547755867,0.37420522138952217,0.36033524833826247
0.349,0.34600000000000003,35.617,0.34859681657084723,0.37440104369648336,0.3599924231551835
0.35,0.34600000000000003,35.614000000000004,0.3486153246676597,0.37439895769423837,0.35999601922348845
0.348,0.345,35.900999999999996,0.3468185921665718,0.3746015832965641,0.3596519953510267
0.34700000000000003,0.34600000000000003,35.617,0.34859681657084723,0.37440104369648336,0.3599924231551835
0.344,0.345,35.904,0.34679953432105276,0.374603734045804,0.35964839928195136
0.34600000000000003,0.344,36.187,0.34497645519163633,0.3748096646898012,0.35930917016800434
0.34600000000000003,0.344,36.186,0.3449829844175793,0.3748089264164281,0.3593103688573697
0.34299999999999997,0.34299999999999997,36.469,0.34311105036835043,0.37502085846245076,0.35897113974250866
0.342,0.342,36.757,0.34115749856722216,0.37524271812768695,0.35862591718019843
0.34,0.341,37.04,0.3391922159056574,0.37546680194990784,0.35828668806552894
0.33799999999999997,0.341,37.04,0.3391922159056574,0.37546680194990784,0.35828668806552894
0.33899999999999997,0.34,37.325,0.33716968291732446,0.3756985560835428,0.35794506157188927
0.336,0.34,37.325,0.33716968291732446,0.3756985560835428,0.35794506157188927
0.337,0.33899999999999997,37.605,0.33514284594495397,0.37593219266589006,0.357609428525812
0.33299999999999996,0.33899999999999997,37.605,0.33514284594495397,0.37593219266589006,0.357609428525812
0.33,0.33799999999999997,37.896,0.33299765852388674,0.37618125547374115,0.3572606098942697
0.331,0.337,38.181,0.33086178848370235,0.37643135537274797,0.35691898340115674
0.33299999999999996,0.337,38.177,0.33089198827166877,0.37642780293574807,0.3569237781596497
0.32899999999999996,0.337,38.175,0.3309070858775078,0.3764260271689057,0.35692617553771017
0.32899999999999996,0.336,38.463,0.3287179684878026,0.376684834646066,0.35658095297543474
0.32799999999999996,0.336,38.751,0.3265012584755661,0.37694987950314285,0.3562357304140995
0.326,0.336,38.746,0.3265399542436046,0.3769452248263491,0.3562417238609611
0.325,0.335,39.03,0.32433162083040573,0.3772125897566981,0.35590129605692183
0.324,0.33399999999999996,39.317,0.3220814839188244,0.3774889407309111,0.3555572721843252
0.324,0.33399999999999996,39.317,0.3220814839188244,0.3774889407309111,0.3555572721843252
0.319,0.33399999999999996,39.316,0.32208935081882883,0.3774879670832629,0.35555847087371667
0.321,0.33399999999999996,39.598,0.31986508216731696,0.3777655155857107,0.3552204404474201
